PULocationID,DOLocationID,Freq,jojo,koko
237,236,55768,Manhattan,Manhattan
236,236,46986,Manhattan,Manhattan
236,237,45555,Manhattan,Manhattan
237,237,42281,Manhattan,Manhattan
239,238,26402,Manhattan,Manhattan
239,142,26017,Manhattan,Manhattan
142,239,23717,Manhattan,Manhattan
237,162,23527,Manhattan,Manhattan
237,161,22633,Manhattan,Manhattan
238,239,22598,Manhattan,Manhattan
79,79,22325,Manhattan,Manhattan
161,237,21933,Manhattan,Manhattan
186,230,21754,Manhattan,Manhattan
230,186,21730,Manhattan,Manhattan
141,236,21502,Manhattan,Manhattan
186,161,20872,Manhattan,Manhattan
48,48,19929,Manhattan,Manhattan
234,170,19741,Manhattan,Manhattan
107,170,19619,Manhattan,Manhattan
263,236,18861,Manhattan,Manhattan
237,141,18767,Manhattan,Manhattan
239,239,18762,Manhattan,Manhattan
141,237,18732,Manhattan,Manhattan
48,68,18369,Manhattan,Manhattan
161,161,17962,Manhattan,Manhattan
236,141,17396,Manhattan,Manhattan
186,170,17389,Manhattan,Manhattan
236,239,17362,Manhattan,Manhattan
79,107,17131,Manhattan,Manhattan
162,170,16987,Manhattan,Manhattan
263,141,16888,Manhattan,Manhattan
186,234,16872,Manhattan,Manhattan
142,238,16762,Manhattan,Manhattan
262,236,16723,Manhattan,Manhattan
170,234,16594,Manhattan,Manhattan
161,164,16555,Manhattan,Manhattan
239,236,16433,Manhattan,Manhattan
161,236,16398,Manhattan,Manhattan
161,234,16334,Manhattan,Manhattan
162,237,16314,Manhattan,Manhattan
142,237,16300,Manhattan,Manhattan
141,141,16211,Manhattan,Manhattan
237,142,16090,Manhattan,Manhattan
236,262,15991,Manhattan,Manhattan
142,48,15775,Manhattan,Manhattan
238,142,15632,Manhattan,Manhattan
236,263,15566,Manhattan,Manhattan
170,161,15403,Manhattan,Manhattan
237,140,15263,Manhattan,Manhattan
48,161,15189,Manhattan,Manhattan
