bronx,freq
3,26
18,145
20,56
31,40
32,19
46,4
47,118
51,42
58,3
59,5
60,77
69,455
78,120
81,27
94,50
119,362
126,109
136,125
147,83
159,574
167,230
168,2016
169,216
174,85
182,92
183,12
184,5
185,67
199,2
200,68
208,61
212,105
213,124
220,203
235,204
240,23
241,80
242,114
247,1981
248,98
250,104
254,60
259,44
