PULocationID,DOLocationID,Freq,jojo,koko
237,236,49463,Manhattan,Manhattan
236,236,43241,Manhattan,Manhattan
236,237,41255,Manhattan,Manhattan
237,237,37220,Manhattan,Manhattan
239,238,25353,Manhattan,Manhattan
239,142,24188,Manhattan,Manhattan
142,239,21779,Manhattan,Manhattan
238,239,21752,Manhattan,Manhattan
79,79,21687,Manhattan,Manhattan
230,186,21580,Manhattan,Manhattan
186,161,21104,Manhattan,Manhattan
186,230,20551,Manhattan,Manhattan
237,162,20501,Manhattan,Manhattan
237,161,19914,Manhattan,Manhattan
141,236,19876,Manhattan,Manhattan
161,237,19776,Manhattan,Manhattan
48,48,18574,Manhattan,Manhattan
234,170,18547,Manhattan,Manhattan
239,239,18042,Manhattan,Manhattan
107,170,17591,Manhattan,Manhattan
186,170,17554,Manhattan,Manhattan
263,236,17355,Manhattan,Manhattan
237,141,17201,Manhattan,Manhattan
186,234,16858,Manhattan,Manhattan
48,68,16849,Manhattan,Manhattan
141,237,16701,Manhattan,Manhattan
162,170,16594,Manhattan,Manhattan
236,141,16541,Manhattan,Manhattan
161,161,16494,Manhattan,Manhattan
236,239,16027,Manhattan,Manhattan
79,107,15939,Manhattan,Manhattan
170,234,15921,Manhattan,Manhattan
142,238,15899,Manhattan,Manhattan
239,236,15499,Manhattan,Manhattan
161,234,15495,Manhattan,Manhattan
161,164,15487,Manhattan,Manhattan
100,161,15248,Manhattan,Manhattan
161,186,15248,Manhattan,Manhattan
100,161,15248,Manhattan,Manhattan
161,186,15248,Manhattan,Manhattan
263,141,15124,Manhattan,Manhattan
262,236,15116,Manhattan,Manhattan
236,262,14957,Manhattan,Manhattan
161,236,14844,Manhattan,Manhattan
141,141,14762,Manhattan,Manhattan
236,263,14591,Manhattan,Manhattan
234,186,14573,Manhattan,Manhattan
170,161,14496,Manhattan,Manhattan
238,142,14420,Manhattan,Manhattan
162,237,14416,Manhattan,Manhattan
236,238,14391,Manhattan,Manhattan
48,161,14328,Manhattan,Manhattan
