brooklyn,freq
11,51
14,302
17,2915
21,47
22,126
25,9948
26,190
29,50
33,9514
34,282
35,153
36,1543
37,3069
39,130
40,5484
49,3859
52,5460
54,455
55,50
61,2271
62,401
63,432
65,12450
66,3735
67,51
71,101
72,115
76,243
77,101
80,5559
85,217
89,849
91,139
97,9292
106,1715
108,108
111,32
112,5593
123,136
133,519
149,68
150,23
154,33
155,43
165,127
177,236
178,152
181,11092
188,1199
189,3130
190,334
195,367
210,46
217,985
222,15
225,1119
227,102
228,918
255,12379
256,11261
257,322
