bronx,freq
3,30
18,128
20,63
31,22
32,23
46,3
47,118
51,59
58,3
59,3
60,90
69,450
78,123
81,21
94,77
119,275
126,111
136,121
147,102
159,494
167,207
168,1588
169,191
174,94
182,88
183,14
184,4
185,74
199,0
200,68
208,50
212,121
213,99
220,210
235,187
240,24
241,95
242,129
247,1814
248,70
250,122
254,55
259,36
