brooklyn,freq
11,47
14,353
17,2863
21,73
22,87
25,9697
26,192
29,233
33,10124
34,286
35,152
36,1766
37,3129
39,179
40,5839
49,3668
52,5891
54,516
55,91
61,2318
62,450
63,360
65,12210
66,3448
67,59
71,113
72,128
76,245
77,91
80,5705
85,265
89,907
91,146
97,8596
106,1792
108,137
111,16
112,5456
123,165
133,508
149,50
150,32
154,18
155,56
165,133
177,250
178,196
181,12095
188,1185
189,3053
190,444
195,433
210,89
217,943
222,18
225,1198
227,122
228,1042
255,11878
256,11023
257,391
