queens,freq
2,0
7,27
8,0
9,21
10,167
15,5
16,28
19,1
27,0
28,17
30,1
38,13
53,6
56,55
57,1
64,6
70,23
73,41
82,226
83,66
86,33
92,68
93,3
95,174
96,41
98,15
101,13
102,4706
117,11
121,26
122,18
124,24
129,82
130,126
131,13
132,967
134,26
135,17
138,446
139,11
145,43
146,16
157,2856
160,1893
171,97
173,68
175,5
179,15
180,37
191,23
192,24
193,3
196,109
197,203
198,14479
201,1
203,11
205,38
207,1
215,229
216,882
218,71
219,20
223,8
226,303
252,20
253,0
258,128
260,68
