manhattan,freq
4,24
12,0
13,20
24,23
41,59
42,117
43,2
45,15
48,87
50,31
68,70
74,65
75,247
79,49
87,50
88,22
90,34
100,40
103,0
104,0
105,0
107,187
113,22
114,16
116,33
120,0
125,16
127,16
128,0
137,254
140,220
141,63
142,87
143,15
144,35
148,27
151,37
152,23
153,4
158,6
161,70
162,95
163,67
164,78
166,51
170,210
186,59
194,1
202,4
209,32
211,9
224,11
229,34
230,169
231,66
232,25
233,31
234,40
236,62
237,53
238,48
239,40
243,50
244,100
246,13
249,24
261,27
262,19
263,35
