brooklyn,freq
11,174
14,399
17,562
21,251
22,266
25,584
26,310
29,508
33,813
34,5
35,1072
36,6588
37,2152
39,740
40,420
49,246
52,246
54,180
55,484
61,2599
62,621
63,245
65,207
66,110
67,76
71,1579
72,1452
76,768
77,326
80,334
85,456
89,2043
91,1066
97,493
106,379
108,163
111,2
112,72
123,436
133,482
149,345
150,90
154,3
155,228
165,530
177,514
178,87
181,4111
188,1590
189,421
190,56
195,483
210,370
217,64
222,281
225,806
227,232
228,725
255,40
256,122
257,1518
