bronx,freq
3,696
18,25
20,9
31,7
32,242
46,8
47,28
51,1324
58,1
59,0
60,17
69,41
78,27
81,2970
94,13
119,33
126,15
136,16
147,14
159,22
167,18
168,23
169,35
174,89
182,17
183,18
184,1
185,138
199,0
200,14
208,25
212,14
213,25
220,20
235,30
240,52
241,19
242,125
247,19
248,18
250,24
254,2150
259,717
