PULocationID,DOLocationID,Freq,jojo,koko
198,0,14479,Queens,Unknown
0,0,11577,Unknown,Unknown
36,0,6588,Brooklyn,Unknown
102,0,4706,Queens,Unknown
181,0,4111,Brooklyn,Unknown
81,0,2970,Bronx,Unknown
157,0,2856,Queens,Unknown
61,0,2599,Brooklyn,Unknown
37,0,2152,Brooklyn,Unknown
254,0,2150,Bronx,Unknown
89,0,2043,Brooklyn,Unknown
160,0,1893,Queens,Unknown
188,0,1590,Brooklyn,Unknown
71,0,1579,Brooklyn,Unknown
257,0,1518,Brooklyn,Unknown
72,0,1452,Brooklyn,Unknown
51,0,1324,Bronx,Unknown
35,0,1072,Brooklyn,Unknown
91,0,1066,Brooklyn,Unknown
132,0,967,Queens,Unknown
216,0,882,Queens,Unknown
33,0,813,Brooklyn,Unknown
225,0,806,Brooklyn,Unknown
76,0,768,Brooklyn,Unknown
39,0,740,Brooklyn,Unknown
228,0,725,Brooklyn,Unknown
259,0,717,Bronx,Unknown
3,0,696,Bronx,Unknown
62,0,621,Brooklyn,Unknown
25,0,584,Brooklyn,Unknown
17,0,562,Brooklyn,Unknown
165,0,530,Brooklyn,Unknown
177,0,514,Brooklyn,Unknown
29,0,508,Brooklyn,Unknown
97,0,493,Brooklyn,Unknown
55,0,484,Brooklyn,Unknown
133,0,482,Brooklyn,Unknown
195,0,482,Brooklyn,Unknown
133,0,482,Brooklyn,Unknown
195,0,482,Brooklyn,Unknown
85,0,456,Brooklyn,Unknown
138,0,446,Queens,Unknown
123,0,436,Brooklyn,Unknown
189,0,421,Brooklyn,Unknown
40,0,420,Brooklyn,Unknown
14,0,399,Brooklyn,Unknown
106,0,379,Brooklyn,Unknown
210,0,370,Brooklyn,Unknown
149,0,345,Brooklyn,Unknown
80,0,334,Brooklyn,Unknown
77,0,326,Brooklyn,Unknown
26,0,310,Brooklyn,Unknown
