bronx,freq
3,41
18,106
20,43
31,30
32,56
46,2
47,104
51,79
58,3
59,4
60,80
69,396
78,107
81,54
94,70
119,405
126,116
136,144
147,106
159,469
167,219
168,1999
169,167
174,93
182,120
183,23
184,3
185,53
199,3
200,75
208,51
212,117
213,121
220,216
235,185
240,22
241,89
242,91
247,1244
248,74
250,111
254,65
259,64
