brooklyn,freq
11,90
14,473
17,2289
21,79
22,122
25,9732
26,227
29,59
33,9905
34,196
35,132
36,1107
37,2056
39,183
40,5142
49,3254
52,5365
54,376
55,74
61,1626
62,403
63,103
65,12921
66,4312
67,192
71,129
72,119
76,300
77,77
80,4448
85,170
89,689
91,158
97,9347
106,1466
108,55
111,25
112,4409
123,110
133,508
149,76
150,31
154,33
155,83
165,164
177,213
178,106
181,9974
188,1053
189,2457
190,340
195,458
210,80
217,697
222,51
225,835
227,117
228,812
255,10120
256,8139
257,250
