PULocationID,DOLocationID,Freq,jojo,koko
237,236,59400,Manhattan,Manhattan
236,236,51456,Manhattan,Manhattan
236,237,48922,Manhattan,Manhattan
237,237,46985,Manhattan,Manhattan
239,238,29740,Manhattan,Manhattan
239,142,29525,Manhattan,Manhattan
142,239,28606,Manhattan,Manhattan
186,230,26411,Manhattan,Manhattan
237,162,25747,Manhattan,Manhattan
230,186,24830,Manhattan,Manhattan
238,239,24804,Manhattan,Manhattan
141,236,23466,Manhattan,Manhattan
237,161,23295,Manhattan,Manhattan
161,237,21389,Manhattan,Manhattan
186,161,21339,Manhattan,Manhattan
239,239,21285,Manhattan,Manhattan
48,48,21258,Manhattan,Manhattan
79,79,21110,Manhattan,Manhattan
263,236,20605,Manhattan,Manhattan
142,238,20550,Manhattan,Manhattan
237,141,20497,Manhattan,Manhattan
141,237,20115,Manhattan,Manhattan
107,170,19097,Manhattan,Manhattan
236,141,18946,Manhattan,Manhattan
263,141,18665,Manhattan,Manhattan
236,239,18219,Manhattan,Manhattan
48,68,18150,Manhattan,Manhattan
161,161,17961,Manhattan,Manhattan
236,263,17907,Manhattan,Manhattan
234,170,17683,Manhattan,Manhattan
161,164,17679,Manhattan,Manhattan
141,141,17654,Manhattan,Manhattan
142,142,17571,Manhattan,Manhattan
100,230,17470,Manhattan,Manhattan
238,142,17442,Manhattan,Manhattan
162,170,17132,Manhattan,Manhattan
262,236,17106,Manhattan,Manhattan
239,236,17098,Manhattan,Manhattan
237,142,17087,Manhattan,Manhattan
236,262,17027,Manhattan,Manhattan
142,237,17023,Manhattan,Manhattan
186,170,16839,Manhattan,Manhattan
141,263,16603,Manhattan,Manhattan
161,186,16332,Manhattan,Manhattan
164,161,16121,Manhattan,Manhattan
142,48,16088,Manhattan,Manhattan
79,107,16001,Manhattan,Manhattan
237,263,15941,Manhattan,Manhattan
162,237,15832,Manhattan,Manhattan
236,238,15818,Manhattan,Manhattan
