PULocationID,DOLocationID,Freq,jojo,koko
237,236,58435,Manhattan,Manhattan
236,236,48657,Manhattan,Manhattan
236,237,46279,Manhattan,Manhattan
237,237,45353,Manhattan,Manhattan
239,238,26845,Manhattan,Manhattan
239,142,26266,Manhattan,Manhattan
237,162,25452,Manhattan,Manhattan
142,239,25451,Manhattan,Manhattan
237,161,23924,Manhattan,Manhattan
161,237,23510,Manhattan,Manhattan
238,239,23278,Manhattan,Manhattan
141,236,21909,Manhattan,Manhattan
186,230,21845,Manhattan,Manhattan
230,186,21121,Manhattan,Manhattan
186,161,20041,Manhattan,Manhattan
263,236,19657,Manhattan,Manhattan
48,48,19488,Manhattan,Manhattan
237,141,19230,Manhattan,Manhattan
239,239,18963,Manhattan,Manhattan
142,238,18918,Manhattan,Manhattan
234,170,18787,Manhattan,Manhattan
107,170,18619,Manhattan,Manhattan
141,237,18374,Manhattan,Manhattan
79,79,18346,Manhattan,Manhattan
236,141,17961,Manhattan,Manhattan
161,161,17943,Manhattan,Manhattan
236,239,17839,Manhattan,Manhattan
48,68,17515,Manhattan,Manhattan
161,236,17319,Manhattan,Manhattan
186,170,17207,Manhattan,Manhattan
239,236,17161,Manhattan,Manhattan
162,170,16866,Manhattan,Manhattan
161,164,16789,Manhattan,Manhattan
237,142,16729,Manhattan,Manhattan
162,237,16699,Manhattan,Manhattan
263,141,16615,Manhattan,Manhattan
262,236,16536,Manhattan,Manhattan
138,230,16329,Queens,Manhattan
236,262,16217,Manhattan,Manhattan
236,263,16131,Manhattan,Manhattan
161,234,16116,Manhattan,Manhattan
236,238,16089,Manhattan,Manhattan
236,75,16036,Manhattan,Manhattan
237,140,15915,Manhattan,Manhattan
142,237,15861,Manhattan,Manhattan
238,142,15696,Manhattan,Manhattan
141,141,15568,Manhattan,Manhattan
170,234,15501,Manhattan,Manhattan
186,234,15456,Manhattan,Manhattan
100,230,15352,Manhattan,Manhattan
