brooklyn,freq
11,67
14,361
17,1890
21,60
22,148
25,8826
26,236
29,49
33,9227
34,265
35,122
36,961
37,1847
39,151
40,4645
49,2778
52,5042
54,381
55,43
61,1399
62,331
63,71
65,11900
66,4080
67,63
71,86
72,71
76,269
77,57
80,3835
85,154
89,678
91,148
97,8205
106,1404
108,34
111,15
112,3776
123,121
133,381
149,60
150,35
154,14
155,74
165,131
177,181
178,92
181,9075
188,883
189,2176
190,331
195,534
210,89
217,783
222,37
225,759
227,115
228,826
255,9087
256,7791
257,251
