bronx,freq
3,24
18,90
20,58
31,16
32,41
46,4
47,98
51,48
58,7
59,4
60,73
69,367
78,89
81,20
94,60
119,487
126,68
136,88
147,71
159,410
167,160
168,1732
169,148
174,83
182,62
183,11
184,6
185,48
199,0
200,58
208,34
212,92
213,101
220,181
235,152
240,21
241,55
242,107
247,1075
248,59
250,94
254,90
259,39
