bronx,freq
3,266
18,920
20,800
31,732
32,277
46,17
47,699
51,416
58,23
59,32
60,361
69,2161
78,969
81,241
94,405
119,1017
126,536
136,691
147,430
159,2633
167,936
168,2349
169,907
174,1256
182,1478
183,209
184,122
185,621
199,0
200,158
208,380
212,1486
213,792
220,838
235,722
240,61
241,594
242,1975
247,4529
248,481
250,811
254,438
259,170
