PULocationID,DOLocationID,Freq,jojo,koko
7,7,11367,Queens,Queens
75,74,9208,Manhattan,Manhattan
41,42,8636,Manhattan,Manhattan
74,75,7223,Manhattan,Manhattan
181,181,6598,Brooklyn,Brooklyn
129,129,6567,Queens,Queens
95,95,6552,Queens,Queens
42,42,6350,Manhattan,Manhattan
41,74,6346,Manhattan,Manhattan
82,129,6281,Queens,Queens
82,82,6241,Queens,Queens
41,41,6108,Manhattan,Manhattan
255,112,5910,Brooklyn,Brooklyn
74,74,5813,Manhattan,Manhattan
74,41,5654,Manhattan,Manhattan
7,223,5649,Queens,Queens
223,223,4910,Queens,Queens
42,41,4842,Manhattan,Manhattan
75,75,4783,Manhattan,Manhattan
74,42,4466,Manhattan,Manhattan
7,179,4129,Queens,Queens
166,166,4026,Manhattan,Manhattan
255,256,3588,Brooklyn,Brooklyn
75,236,3387,Manhattan,Manhattan
74,236,3298,Manhattan,Manhattan
41,166,3277,Manhattan,Manhattan
75,41,3059,Manhattan,Manhattan
74,166,3047,Manhattan,Manhattan
244,244,2926,Manhattan,Manhattan
74,263,2900,Manhattan,Manhattan
223,7,2888,Queens,Queens
97,97,2869,Brooklyn,Brooklyn
25,181,2790,Brooklyn,Brooklyn
42,74,2789,Manhattan,Manhattan
82,56,2742,Queens,Queens
145,145,2736,Queens,Queens
166,41,2729,Manhattan,Manhattan
166,238,2630,Manhattan,Manhattan
260,7,2614,Queens,Queens
97,49,2572,Brooklyn,Brooklyn
41,75,2569,Manhattan,Manhattan
166,74,2534,Manhattan,Manhattan
7,226,2506,Queens,Queens
75,263,2434,Manhattan,Manhattan
7,146,2421,Queens,Queens
7,129,2363,Queens,Queens
255,255,2340,Brooklyn,Brooklyn
129,82,2338,Queens,Queens
260,129,2314,Queens,Queens
61,61,2233,Brooklyn,Brooklyn
7,260,2233,Queens,Queens
