brooklyn,freq
11,43
14,349
17,2021
21,53
22,160
25,8056
26,212
29,63
33,8080
34,206
35,97
36,1000
37,2020
39,139
40,4275
49,2856
52,4249
54,350
55,67
61,1700
62,355
63,82
65,11413
66,3469
67,71
71,86
72,79
76,226
77,48
80,4005
85,177
89,637
91,127
97,7018
106,1467
108,44
111,14
112,3986
123,88
133,365
149,65
150,29
154,19
155,67
165,130
177,200
178,89
181,8122
188,918
189,2101
190,409
195,466
210,34
217,554
222,29
225,879
227,93
228,901
255,8864
256,7695
257,279
