queens,freq
2,0
7,89
8,0
9,16
10,230
15,8
16,21
19,6
27,1
28,27
30,0
38,16
53,19
56,76
57,3
64,18
70,33
73,30
82,198
83,45
86,61
92,57
93,5
95,134
96,27
98,5
101,12
102,2325
117,18
121,19
122,28
124,16
129,112
130,171
131,24
132,1110
134,33
135,17
138,578
139,11
145,32
146,29
157,1337
160,966
171,57
173,74
175,8
179,62
180,24
191,17
192,21
193,39
196,72
197,209
198,7146
201,12
203,12
205,43
207,1
215,300
216,1048
218,27
219,26
223,37
226,214
252,14
253,2
258,71
260,59
