brooklyn,freq
11,112
14,379
17,585
21,252
22,263
25,591
26,306
29,486
33,639
34,6
35,2172
36,3513
37,1245
39,659
40,454
49,227
52,297
54,210
55,389
61,2843
62,588
63,237
65,143
66,118
67,59
71,1414
72,1503
76,781
77,556
80,241
85,474
89,2427
91,832
97,447
106,379
108,147
111,1
112,61
123,342
133,526
149,287
150,98
154,2
155,195
165,485
177,580
178,70
181,3900
188,1794
189,413
190,62
195,548
210,395
217,37
222,156
225,929
227,213
228,717
255,30
256,100
257,1765
