bronx,freq
3,168
18,1584
20,1165
31,278
32,309
46,21
47,1245
51,268
58,15
59,28
60,558
69,4124
78,1352
81,172
94,873
119,1483
126,851
136,1093
147,697
159,4914
167,1746
168,4187
169,1540
174,1966
182,1848
183,248
184,248
185,836
199,13
200,111
208,417
212,1783
213,770
220,1100
235,1343
240,72
241,952
242,2146
247,6769
248,704
250,989
254,412
259,84
