manhattan,freq
4,0
12,0
13,3
24,3405
41,66505
42,43654
43,9615
45,5
48,37
50,11
68,17
74,66242
75,59502
79,26
87,2
88,4
90,8
100,15
103,0
104,0
105,0
107,12
113,14
114,14
116,17778
120,175
125,3
127,4118
128,221
137,17
140,10
141,19
142,16
143,5
144,12
148,4
151,5
152,9398
153,581
158,9
161,47
162,62
163,38
164,22
166,45417
170,29
186,24
194,31
202,98
209,3
211,3
224,1
229,29
230,46
231,14
232,4
233,17
234,29
236,2436
237,32
238,10
239,15
243,6985
244,26386
246,10
249,19
261,3
262,39
263,682
