bronx,freq
3,18542
18,44512
20,31262
31,5396
32,21735
46,1254
47,31682
51,33000
58,2260
59,1477
60,19912
69,55654
78,35634
81,28777
94,18312
119,33564
126,24136
136,28028
147,21991
159,39168
167,36788
168,45954
169,47319
174,35058
182,23091
183,9448
184,1963
185,27402
199,7
200,20853
208,24851
212,21434
213,41339
220,37442
235,47583
240,6931
241,39847
242,35401
247,47939
248,20944
250,20132
254,40955
259,24149
