PULocationID,DOLocationID,Freq,jojo,koko
61,61,19560,Brooklyn,Brooklyn
76,76,17262,Brooklyn,Brooklyn
39,39,15187,Brooklyn,Brooklyn
129,129,14234,Queens,Queens
7,7,14106,Queens,Queens
181,181,12517,Brooklyn,Brooklyn
37,37,11774,Brooklyn,Brooklyn
14,14,11632,Brooklyn,Brooklyn
36,37,11411,Brooklyn,Brooklyn
112,255,11289,Brooklyn,Brooklyn
37,36,10566,Brooklyn,Brooklyn
223,7,9889,Queens,Queens
7,223,9866,Queens,Queens
255,112,9782,Brooklyn,Brooklyn
26,26,9613,Brooklyn,Brooklyn
225,61,9516,Brooklyn,Brooklyn
223,223,9483,Queens,Queens
161,138,9319,Manhattan,Queens
230,138,9185,Manhattan,Queens
61,225,9091,Brooklyn,Brooklyn
80,255,9025,Brooklyn,Brooklyn
17,61,8850,Brooklyn,Brooklyn
61,188,8649,Brooklyn,Brooklyn
188,61,8603,Brooklyn,Brooklyn
256,255,8360,Brooklyn,Brooklyn
198,198,8357,Queens,Queens
61,17,8337,Brooklyn,Brooklyn
82,82,8309,Queens,Queens
255,80,8178,Brooklyn,Brooklyn
95,95,8128,Queens,Queens
225,225,8005,Brooklyn,Brooklyn
255,256,7719,Brooklyn,Brooklyn
36,36,7670,Brooklyn,Brooklyn
112,112,7582,Brooklyn,Brooklyn
161,234,7567,Manhattan,Manhattan
181,61,7468,Brooklyn,Brooklyn
255,37,7315,Brooklyn,Brooklyn
79,68,7282,Manhattan,Manhattan
80,37,7253,Brooklyn,Brooklyn
89,89,7223,Brooklyn,Brooklyn
234,79,7217,Manhattan,Manhattan
138,230,7181,Queens,Manhattan
79,148,7164,Manhattan,Manhattan
80,112,7155,Brooklyn,Brooklyn
234,161,7132,Manhattan,Manhattan
37,225,7046,Brooklyn,Brooklyn
79,234,7023,Manhattan,Manhattan
61,181,6966,Brooklyn,Brooklyn
17,225,6921,Brooklyn,Brooklyn
234,68,6904,Manhattan,Manhattan
