bronx,freq
3,14881
18,31697
20,20811
31,6833
32,16736
46,1862
47,20494
51,22287
58,1967
59,1272
60,13529
69,37485
78,24477
81,19349
94,12311
119,23539
126,17431
136,19054
147,14733
159,26234
167,24281
168,32546
169,32493
174,25444
182,15980
183,7420
184,2398
185,20912
199,4
200,13617
208,18866
212,14327
213,30108
220,29864
235,31713
240,6149
241,26805
242,26164
247,35866
248,15028
250,14945
254,28452
259,18414
