brooklyn,freq
11,52
14,585
17,3029
21,36
22,136
25,11537
26,253
29,58
33,12283
34,412
35,73
36,1430
37,2825
39,206
40,6287
49,4014
52,6214
54,641
55,60
61,2161
62,469
63,96
65,14497
66,5191
67,67
71,80
72,86
76,247
77,53
80,6254
85,192
89,788
91,136
97,10814
106,2027
108,40
111,23
112,6665
123,123
133,480
149,42
150,43
154,21
155,62
165,150
177,241
178,141
181,13872
188,1228
189,3061
190,594
195,653
210,53
217,1082
222,28
225,1128
227,104
228,1292
255,14200
256,11574
257,389
