bronx,freq
3,15287
18,33968
20,25645
31,7349
32,17359
46,1533
47,23710
51,25071
58,2014
59,1238
60,15082
69,42243
78,27739
81,23219
94,13509
119,26290
126,17795
136,21501
147,16325
159,29953
167,27075
168,35774
169,35514
174,27533
182,17667
183,7735
184,1979
185,21762
199,1
200,17520
208,20584
212,16081
213,31771
220,32287
235,35274
240,6129
241,29780
242,28817
247,40511
248,16310
250,15640
254,33115
259,20188
