PULocationID,DOLocationID,Freq,jojo,koko
61,61,21326,Brooklyn,Brooklyn
76,76,19204,Brooklyn,Brooklyn
26,26,16184,Brooklyn,Brooklyn
39,39,16165,Brooklyn,Brooklyn
7,7,14294,Queens,Queens
129,129,14187,Queens,Queens
181,181,13069,Brooklyn,Brooklyn
14,14,12246,Brooklyn,Brooklyn
112,255,11597,Brooklyn,Brooklyn
36,37,11432,Brooklyn,Brooklyn
37,37,11358,Brooklyn,Brooklyn
92,92,10826,Queens,Queens
255,112,10592,Brooklyn,Brooklyn
37,36,10518,Brooklyn,Brooklyn
223,7,9921,Queens,Queens
223,223,9900,Queens,Queens
161,138,9891,Manhattan,Queens
7,223,9851,Queens,Queens
82,82,9704,Queens,Queens
225,61,9629,Brooklyn,Brooklyn
61,225,9424,Brooklyn,Brooklyn
80,255,9038,Brooklyn,Brooklyn
17,61,8913,Brooklyn,Brooklyn
61,188,8899,Brooklyn,Brooklyn
255,80,8837,Brooklyn,Brooklyn
188,61,8734,Brooklyn,Brooklyn
61,17,8695,Brooklyn,Brooklyn
230,138,8667,Manhattan,Queens
89,89,8409,Brooklyn,Brooklyn
198,198,8409,Queens,Queens
89,89,8409,Brooklyn,Brooklyn
198,198,8409,Queens,Queens
95,95,8324,Queens,Queens
256,255,8165,Brooklyn,Brooklyn
112,112,7946,Brooklyn,Brooklyn
255,256,7936,Brooklyn,Brooklyn
225,225,7792,Brooklyn,Brooklyn
234,79,7763,Manhattan,Manhattan
36,36,7693,Brooklyn,Brooklyn
79,148,7629,Manhattan,Manhattan
162,138,7605,Manhattan,Queens
255,37,7505,Brooklyn,Brooklyn
161,234,7461,Manhattan,Manhattan
237,236,7442,Manhattan,Manhattan
42,42,7389,Manhattan,Manhattan
246,234,7383,Manhattan,Manhattan
246,48,7375,Manhattan,Manhattan
79,68,7332,Manhattan,Manhattan
234,246,7321,Manhattan,Manhattan
234,68,7320,Manhattan,Manhattan
80,37,7311,Brooklyn,Brooklyn
79,234,7279,Manhattan,Manhattan
