PULocationID,DOLocationID,Freq,jojo,koko
237,236,58508,Manhattan,Manhattan
236,237,47746,Manhattan,Manhattan
236,236,47415,Manhattan,Manhattan
237,237,45368,Manhattan,Manhattan
237,162,26191,Manhattan,Manhattan
239,142,25586,Manhattan,Manhattan
239,238,25287,Manhattan,Manhattan
142,239,25214,Manhattan,Manhattan
237,161,24525,Manhattan,Manhattan
161,237,23830,Manhattan,Manhattan
238,239,22069,Manhattan,Manhattan
141,236,21662,Manhattan,Manhattan
186,161,21642,Manhattan,Manhattan
186,230,21471,Manhattan,Manhattan
230,186,20997,Manhattan,Manhattan
234,170,19762,Manhattan,Manhattan
107,170,19713,Manhattan,Manhattan
263,236,19401,Manhattan,Manhattan
48,48,19104,Manhattan,Manhattan
142,238,19029,Manhattan,Manhattan
237,141,18891,Manhattan,Manhattan
79,79,18849,Manhattan,Manhattan
141,237,18428,Manhattan,Manhattan
161,161,18242,Manhattan,Manhattan
236,141,18061,Manhattan,Manhattan
48,68,18057,Manhattan,Manhattan
239,239,18053,Manhattan,Manhattan
186,170,17851,Manhattan,Manhattan
162,170,17697,Manhattan,Manhattan
236,239,17628,Manhattan,Manhattan
161,236,17518,Manhattan,Manhattan
237,142,17413,Manhattan,Manhattan
161,234,17339,Manhattan,Manhattan
161,164,17225,Manhattan,Manhattan
138,230,16992,Queens,Manhattan
239,236,16987,Manhattan,Manhattan
262,236,16968,Manhattan,Manhattan
170,234,16940,Manhattan,Manhattan
263,141,16910,Manhattan,Manhattan
142,237,16605,Manhattan,Manhattan
162,237,16523,Manhattan,Manhattan
186,234,16343,Manhattan,Manhattan
236,262,16120,Manhattan,Manhattan
236,238,16030,Manhattan,Manhattan
236,162,16023,Manhattan,Manhattan
238,142,15999,Manhattan,Manhattan
164,161,15871,Manhattan,Manhattan
100,161,15700,Manhattan,Manhattan
170,161,15608,Manhattan,Manhattan
236,161,15606,Manhattan,Manhattan
