brooklyn,freq
11,67
14,372
17,2029
21,68
22,129
25,10149
26,240
29,60
33,10570
34,299
35,94
36,1069
37,2147
39,120
40,5449
49,3066
52,5544
54,491
55,36
61,1663
62,356
63,87
65,13659
66,4779
67,88
71,88
72,78
76,286
77,46
80,4394
85,168
89,746
91,134
97,8842
106,1671
108,37
111,22
112,4511
123,102
133,409
149,53
150,42
154,19
155,78
165,124
177,158
178,121
181,10739
188,1011
189,2362
190,418
195,734
210,66
217,715
222,29
225,799
227,103
228,1149
255,10579
256,8548
257,303
