bronx,freq
3,21
18,76
20,63
31,104
32,35
46,5
47,62
51,47
58,4
59,2
60,60
69,320
78,63
81,30
94,50
119,378
126,100
136,93
147,76
159,373
167,156
168,1673
169,138
174,73
182,70
183,16
184,5
185,42
199,0
200,65
208,73
212,110
213,130
220,163
235,136
240,21
241,77
242,69
247,1398
248,71
250,65
254,74
259,24
