manhattan,freq
4,0
12,0
13,0
24,2600
41,50805
42,32652
43,7299
45,0
48,4
50,0
68,1
74,60035
75,45636
79,1
87,0
88,0
90,0
100,0
103,0
104,0
105,0
107,0
113,0
114,1
116,14363
120,142
125,0
127,3434
128,162
137,0
140,3
141,0
142,3
143,0
144,1
148,0
151,0
152,7642
153,447
158,1
161,0
162,1
163,0
164,2
166,30378
170,0
186,0
194,234
202,88
209,0
211,0
224,0
229,0
230,3
231,1
232,0
233,1
234,2
236,1780
237,1
238,4
239,1
243,5176
244,21327
246,0
249,0
261,0
262,34
263,604
