bronx,freq
3,238
18,885
20,779
31,679
32,280
46,18
47,635
51,330
58,11
59,33
60,392
69,2587
78,943
81,171
94,445
119,1007
126,551
136,661
147,437
159,2651
167,1033
168,2667
169,874
174,1152
182,1465
183,222
184,156
185,613
199,0
200,111
208,404
212,1469
213,750
220,893
235,808
240,53
241,659
242,1902
247,4899
248,470
250,781
254,355
259,138
