PULocationID,DOLocationID,Freq,jojo,koko
7,7,12549,Queens,Queens
75,74,8936,Manhattan,Manhattan
41,42,8426,Manhattan,Manhattan
95,95,7400,Queens,Queens
82,129,7290,Queens,Queens
181,181,7237,Brooklyn,Brooklyn
129,129,7154,Queens,Queens
82,82,7039,Queens,Queens
74,75,6944,Manhattan,Manhattan
41,41,6350,Manhattan,Manhattan
74,74,5984,Manhattan,Manhattan
42,42,5965,Manhattan,Manhattan
255,112,5964,Brooklyn,Brooklyn
223,223,5927,Queens,Queens
41,74,5915,Manhattan,Manhattan
7,223,5801,Queens,Queens
74,41,5284,Manhattan,Manhattan
75,75,4855,Manhattan,Manhattan
7,179,4460,Queens,Queens
166,166,4437,Manhattan,Manhattan
42,41,4436,Manhattan,Manhattan
74,42,4338,Manhattan,Manhattan
223,7,3729,Queens,Queens
75,236,3585,Manhattan,Manhattan
41,166,3513,Manhattan,Manhattan
255,256,3452,Brooklyn,Brooklyn
74,236,3311,Manhattan,Manhattan
25,181,3259,Brooklyn,Brooklyn
74,166,3213,Manhattan,Manhattan
166,238,3159,Manhattan,Manhattan
244,244,3151,Manhattan,Manhattan
97,97,3078,Brooklyn,Brooklyn
75,41,2994,Manhattan,Manhattan
82,56,2971,Queens,Queens
166,41,2965,Manhattan,Manhattan
145,145,2858,Queens,Queens
97,49,2834,Brooklyn,Brooklyn
74,263,2725,Manhattan,Manhattan
166,74,2640,Manhattan,Manhattan
42,74,2617,Manhattan,Manhattan
7,226,2617,Queens,Queens
42,74,2617,Manhattan,Manhattan
7,226,2617,Queens,Queens
7,146,2542,Queens,Queens
41,75,2516,Manhattan,Manhattan
75,263,2479,Manhattan,Manhattan
129,82,2452,Queens,Queens
7,129,2403,Queens,Queens
65,97,2348,Brooklyn,Brooklyn
260,129,2343,Queens,Queens
255,255,2335,Brooklyn,Brooklyn
75,238,2301,Manhattan,Manhattan
