bronx,freq
3,345
18,905
20,657
31,279
32,430
46,6
47,625
51,569
58,21
59,25
60,392
69,2211
78,970
81,349
94,413
119,655
126,514
136,709
147,484
159,2373
167,894
168,2246
169,932
174,1389
182,1581
183,256
184,129
185,675
199,0
200,182
208,449
212,1601
213,878
220,869
235,866
240,60
241,667
242,2189
247,3285
248,514
250,868
254,635
259,206
