manhattan,freq
4,0
12,0
13,0
24,2848
41,48491
42,28087
43,9480
45,2
48,1
50,0
68,3
74,53976
75,48300
79,2
87,0
88,0
90,0
100,0
103,0
104,0
105,0
107,0
113,1
114,0
116,12550
120,111
125,0
127,2805
128,123
137,1
140,1
141,0
142,0
143,0
144,0
148,4
151,2
152,6607
153,305
158,0
161,0
162,1
163,3
164,2
166,37995
170,0
186,1
194,18
202,91
209,0
211,0
224,0
229,1
230,0
231,1
232,1
233,0
234,0
236,2340
237,0
238,5
239,1
243,4731
244,20369
246,0
249,1
261,0
262,31
263,590
