PULocationID,DOLocationID,Freq,jojo,koko
7,7,13692,Queens,Queens
75,74,9818,Manhattan,Manhattan
41,42,9526,Manhattan,Manhattan
181,181,8386,Brooklyn,Brooklyn
129,129,8170,Queens,Queens
82,129,7554,Queens,Queens
74,75,7418,Manhattan,Manhattan
82,82,7342,Queens,Queens
42,42,7238,Manhattan,Manhattan
95,95,7229,Queens,Queens
41,74,7004,Manhattan,Manhattan
41,41,6780,Manhattan,Manhattan
7,223,6590,Queens,Queens
255,112,6533,Brooklyn,Brooklyn
74,74,6482,Manhattan,Manhattan
74,41,6051,Manhattan,Manhattan
223,223,5916,Queens,Queens
75,75,5622,Manhattan,Manhattan
42,41,5514,Manhattan,Manhattan
7,179,4767,Queens,Queens
74,42,4718,Manhattan,Manhattan
166,166,4062,Manhattan,Manhattan
255,256,3768,Brooklyn,Brooklyn
74,236,3574,Manhattan,Manhattan
75,41,3567,Manhattan,Manhattan
145,145,3559,Queens,Queens
75,236,3514,Manhattan,Manhattan
25,181,3439,Brooklyn,Brooklyn
41,166,3425,Manhattan,Manhattan
244,244,3410,Manhattan,Manhattan
223,7,3371,Queens,Queens
97,97,3264,Brooklyn,Brooklyn
42,74,3222,Manhattan,Manhattan
82,56,3091,Queens,Queens
74,166,3065,Manhattan,Manhattan
97,49,2972,Brooklyn,Brooklyn
7,226,2967,Queens,Queens
41,75,2934,Manhattan,Manhattan
7,129,2931,Queens,Queens
74,263,2910,Manhattan,Manhattan
166,41,2830,Manhattan,Manhattan
129,82,2771,Queens,Queens
260,7,2686,Queens,Queens
166,74,2669,Manhattan,Manhattan
129,260,2643,Queens,Queens
260,129,2634,Queens,Queens
166,238,2629,Manhattan,Manhattan
75,263,2621,Manhattan,Manhattan
7,260,2534,Queens,Queens
82,260,2404,Queens,Queens
