manhattan,freq
4,1
12,0
13,0
24,3115
41,55134
42,34769
43,8566
45,3
48,0
50,1
68,1
74,60093
75,52495
79,1
87,2
88,1
90,1
100,1
103,0
104,0
105,0
107,0
113,0
114,1
116,14956
120,159
125,1
127,3313
128,175
137,0
140,1
141,0
142,1
143,0
144,0
148,2
151,49
152,8135
153,438
158,4
161,2
162,0
163,1
164,1
166,35802
170,0
186,0
194,245
202,101
209,0
211,0
224,0
229,1
230,3
231,1
232,2
233,0
234,1
236,2551
237,4
238,7
239,5
243,5796
244,23130
246,1
249,1
261,1
262,21
263,729
