PULocationID,DOLocationID,Freq,jojo,koko
198,0,11664,Queens,Unknown
36,0,5423,Brooklyn,Unknown
181,0,4871,Brooklyn,Unknown
102,0,3563,Queens,Unknown
61,0,2832,Brooklyn,Unknown
81,0,2699,Bronx,Unknown
89,0,2489,Brooklyn,Unknown
35,0,2150,Brooklyn,Unknown
157,0,2119,Queens,Unknown
188,0,1926,Brooklyn,Unknown
37,0,1875,Brooklyn,Unknown
51,0,1791,Bronx,Unknown
257,0,1724,Brooklyn,Unknown
25,0,1544,Brooklyn,Unknown
160,0,1528,Queens,Unknown
226,0,1191,Queens,Unknown
254,0,1187,Bronx,Unknown
3,0,1178,Bronx,Unknown
72,0,1079,Brooklyn,Unknown
225,0,1022,Brooklyn,Unknown
216,0,953,Queens,Unknown
228,0,856,Brooklyn,Unknown
76,0,844,Brooklyn,Unknown
223,0,728,Queens,Unknown
33,0,701,Brooklyn,Unknown
40,0,673,Brooklyn,Unknown
17,0,659,Brooklyn,Unknown
177,0,659,Brooklyn,Unknown
17,0,659,Brooklyn,Unknown
177,0,659,Brooklyn,Unknown
7,0,619,Queens,Unknown
132,0,616,Queens,Unknown
62,0,597,Brooklyn,Unknown
165,0,596,Brooklyn,Unknown
106,0,589,Brooklyn,Unknown
77,0,566,Brooklyn,Unknown
133,0,542,Brooklyn,Unknown
179,0,541,Queens,Unknown
97,0,535,Brooklyn,Unknown
29,0,518,Brooklyn,Unknown
195,0,514,Brooklyn,Unknown
71,0,511,Brooklyn,Unknown
0,0,502,Unknown,Unknown
39,0,501,Brooklyn,Unknown
242,0,495,Bronx,Unknown
189,0,490,Brooklyn,Unknown
55,0,470,Brooklyn,Unknown
14,0,432,Brooklyn,Unknown
210,0,428,Brooklyn,Unknown
42,0,426,Manhattan,Unknown
78,0,425,Bronx,Unknown
91,0,413,Brooklyn,Unknown
