queens,freq
2,0
7,641
8,5
9,41
10,216
15,9
16,34
19,9
27,2
28,32
30,0
38,22
53,26
56,146
57,10
64,19
70,55
73,42
82,281
83,94
86,124
92,98
93,8
95,189
96,50
98,11
101,24
102,3565
117,17
121,44
122,35
124,24
129,250
130,156
131,51
132,1734
134,43
135,56
138,996
139,30
145,201
146,116
157,2122
160,1530
171,121
173,108
175,12
179,545
180,35
191,33
192,32
193,120
196,124
197,188
198,11666
201,9
203,17
205,46
207,6
215,310
216,968
218,40
219,22
223,729
226,1197
252,19
253,3
258,138
260,218
