brooklyn,freq
11,110
14,446
17,669
21,303
22,319
25,1548
26,408
29,525
33,716
34,6
35,2192
36,5426
37,1893
39,522
40,676
49,271
52,306
54,226
55,484
61,2863
62,611
63,292
65,209
66,115
67,82
71,535
72,1102
76,891
77,589
80,309
85,350
89,2515
91,428
97,554
106,605
108,150
111,8
112,77
123,409
133,550
149,364
150,129
154,53
155,201
165,610
177,670
178,91
181,4884
188,1949
189,497
190,93
195,514
210,440
217,67
222,197
225,1041
227,286
228,862
255,52
256,127
257,1729
