manhattan,freq
4,0
12,0
13,0
24,3114
41,50792
42,30402
43,8896
45,4
48,1
50,0
68,0
74,57484
75,51412
79,2
87,0
88,0
90,0
100,1
103,0
104,0
105,0
107,3
113,2
114,0
116,13402
120,126
125,0
127,2902
128,144
137,0
140,1
141,0
142,0
143,1
144,0
148,8
151,0
152,6970
153,353
158,0
161,1
162,1
163,1
164,1
166,39662
170,1
186,0
194,81
202,89
209,0
211,1
224,0
229,4
230,4
231,0
232,1
233,1
234,2
236,2550
237,0
238,2
239,1
243,5004
244,21495
246,0
249,1
261,1
262,29
263,658
