bronx,freq
3,312
18,962
20,749
31,1175
32,371
46,10
47,626
51,448
58,28
59,23
60,392
69,2338
78,1011
81,318
94,474
119,876
126,567
136,768
147,500
159,2393
167,931
168,2274
169,927
174,1366
182,1727
183,242
184,107
185,647
199,0
200,168
208,412
212,1683
213,911
220,902
235,784
240,90
241,709
242,2261
247,4370
248,498
250,897
254,558
259,256
