brooklyn,freq
11,175
14,354
17,545
21,298
22,300
25,525
26,417
29,633
33,732
34,2
35,1320
36,4051
37,1553
39,768
40,426
49,251
52,254
54,176
55,545
61,2687
62,609
63,229
65,147
66,74
67,58
71,1523
72,1423
76,773
77,369
80,247
85,572
89,3325
91,1084
97,437
106,389
108,175
111,3
112,58
123,481
133,703
149,433
150,101
154,2
155,229
165,642
177,527
178,158
181,3805
188,1790
189,450
190,59
195,497
210,436
217,63
222,278
225,741
227,222
228,653
255,32
256,93
257,1515
