queens,freq
2,0
7,607
8,1
9,24
10,204
15,19
16,36
19,4
27,2
28,43
30,1
38,2
53,39
56,61
57,3
64,12
70,46
73,62
82,158
83,45
86,52
92,127
93,5
95,193
96,16
98,9
101,14
102,2978
117,10
121,34
122,18
124,15
129,157
130,112
131,13
132,862
134,30
135,23
138,464
139,8
145,61
146,29
157,1713
160,1185
171,92
173,69
175,7
179,252
180,32
191,23
192,43
193,25
196,102
197,150
198,8576
201,3
203,8
205,27
207,2
215,265
216,731
218,59
219,7
223,541
226,228
252,44
253,0
258,90
260,87
