PULocationID,DOLocationID,Freq,jojo,koko
0,0,18621,Unknown,Unknown
198,0,8576,Queens,Unknown
36,0,4051,Brooklyn,Unknown
181,0,3805,Brooklyn,Unknown
89,0,3323,Brooklyn,Unknown
81,0,3292,Bronx,Unknown
102,0,2978,Queens,Unknown
61,0,2687,Brooklyn,Unknown
254,0,1884,Bronx,Unknown
51,0,1810,Bronx,Unknown
188,0,1790,Brooklyn,Unknown
157,0,1713,Queens,Unknown
37,0,1553,Brooklyn,Unknown
71,0,1523,Brooklyn,Unknown
257,0,1515,Brooklyn,Unknown
72,0,1423,Brooklyn,Unknown
35,0,1320,Brooklyn,Unknown
160,0,1185,Queens,Unknown
3,0,1143,Bronx,Unknown
91,0,1084,Brooklyn,Unknown
132,0,862,Queens,Unknown
76,0,773,Brooklyn,Unknown
39,0,768,Brooklyn,Unknown
225,0,741,Brooklyn,Unknown
33,0,732,Brooklyn,Unknown
216,0,731,Queens,Unknown
133,0,703,Brooklyn,Unknown
228,0,653,Brooklyn,Unknown
165,0,642,Brooklyn,Unknown
29,0,633,Brooklyn,Unknown
62,0,609,Brooklyn,Unknown
7,0,607,Queens,Unknown
85,0,572,Brooklyn,Unknown
17,0,545,Brooklyn,Unknown
55,0,545,Brooklyn,Unknown
17,0,545,Brooklyn,Unknown
55,0,545,Brooklyn,Unknown
259,0,543,Bronx,Unknown
223,0,541,Queens,Unknown
177,0,527,Brooklyn,Unknown
25,0,525,Brooklyn,Unknown
195,0,497,Brooklyn,Unknown
123,0,480,Brooklyn,Unknown
138,0,464,Queens,Unknown
189,0,450,Brooklyn,Unknown
97,0,437,Brooklyn,Unknown
210,0,436,Brooklyn,Unknown
149,0,433,Brooklyn,Unknown
40,0,426,Brooklyn,Unknown
26,0,417,Brooklyn,Unknown
106,0,389,Brooklyn,Unknown
77,0,369,Brooklyn,Unknown
