bronx,freq
3,259
18,903
20,693
31,656
32,327
46,30
47,657
51,363
58,15
59,26
60,383
69,2306
78,1022
81,193
94,426
119,970
126,517
136,660
147,409
159,2626
167,949
168,2498
169,890
174,1188
182,1694
183,226
184,136
185,613
199,0
200,132
208,413
212,1591
213,651
220,818
235,718
240,60
241,640
242,1827
247,4883
248,437
250,804
254,384
259,153
