bronx,freq
3,396
18,1030
20,769
31,469
32,434
46,6
47,802
51,739
58,18
59,17
60,407
69,2457
78,954
81,371
94,493
119,771
126,657
136,811
147,473
159,2678
167,1025
168,2537
169,1044
174,1410
182,1694
183,230
184,67
185,755
199,0
200,188
208,464
212,1738
213,1065
220,979
235,949
240,49
241,718
242,2069
247,3643
248,543
250,831
254,693
259,200
