PULocationID,DOLocationID,Freq,jojo,koko
7,7,14273,Queens,Queens
41,42,9104,Manhattan,Manhattan
75,74,9053,Manhattan,Manhattan
82,129,8443,Queens,Queens
129,129,8193,Queens,Queens
95,95,7847,Queens,Queens
82,82,7361,Queens,Queens
181,181,7303,Brooklyn,Brooklyn
74,75,7197,Manhattan,Manhattan
41,41,6779,Manhattan,Manhattan
223,223,6652,Queens,Queens
41,74,6567,Manhattan,Manhattan
42,42,6369,Manhattan,Manhattan
74,74,6304,Manhattan,Manhattan
7,223,6072,Queens,Queens
255,112,6028,Brooklyn,Brooklyn
74,41,5867,Manhattan,Manhattan
75,75,5589,Manhattan,Manhattan
7,179,5151,Queens,Queens
42,41,4863,Manhattan,Manhattan
74,42,4677,Manhattan,Manhattan
166,166,4422,Manhattan,Manhattan
223,7,3935,Queens,Queens
75,236,3679,Manhattan,Manhattan
244,244,3530,Manhattan,Manhattan
41,166,3491,Manhattan,Manhattan
255,256,3412,Brooklyn,Brooklyn
82,56,3346,Queens,Queens
97,97,3250,Brooklyn,Brooklyn
166,238,3185,Manhattan,Manhattan
75,41,3155,Manhattan,Manhattan
74,236,3113,Manhattan,Manhattan
97,49,3100,Brooklyn,Brooklyn
129,82,2941,Queens,Queens
74,166,2936,Manhattan,Manhattan
166,41,2897,Manhattan,Manhattan
25,181,2809,Brooklyn,Brooklyn
74,263,2798,Manhattan,Manhattan
7,146,2769,Queens,Queens
7,226,2769,Queens,Queens
7,146,2769,Queens,Queens
7,226,2769,Queens,Queens
42,74,2743,Manhattan,Manhattan
75,263,2696,Manhattan,Manhattan
145,145,2642,Queens,Queens
82,173,2614,Queens,Queens
41,75,2531,Manhattan,Manhattan
260,129,2525,Queens,Queens
260,260,2495,Queens,Queens
65,97,2480,Brooklyn,Brooklyn
7,129,2423,Queens,Queens
260,7,2335,Queens,Queens
