manhattan,freq
4,0
12,0
13,5
24,2907
41,50719
42,29940
43,8772
45,1
48,13
50,3
68,9
74,55508
75,49349
79,4
87,1
88,0
90,6
100,17
103,0
104,0
105,0
107,4
113,2
114,3
116,13784
120,82
125,0
127,2773
128,132
137,4
140,4
141,1
142,11
143,2
144,4
148,3
151,4
152,6889
153,373
158,1
161,13
162,12
163,15
164,14
166,36684
170,11
186,11
194,18
202,88
209,1
211,1
224,0
229,4
230,22
231,3
232,3
233,2
234,4
236,2289
237,7
238,5
239,3
243,5237
244,21967
246,2
249,7
261,1
262,24
263,528
