brooklyn,freq
11,54
14,538
17,3470
21,57
22,142
25,11683
26,179
29,63
33,11682
34,372
35,159
36,1628
37,3266
39,170
40,6675
49,4580
52,6543
54,549
55,92
61,2666
62,500
63,456
65,14480
66,4092
67,84
71,146
72,145
76,328
77,77
80,5960
85,265
89,1039
91,162
97,11650
106,2092
108,32
111,15
112,6640
123,195
133,591
149,56
150,22
154,25
155,46
165,196
177,309
178,113
181,14425
188,1486
189,3470
190,527
195,576
210,52
217,1290
222,17
225,1299
227,106
228,1133
255,14150
256,12255
257,383
