bronx,freq
3,26
18,89
20,56
31,55
32,45
46,8
47,102
51,34
58,3
59,6
60,61
69,434
78,107
81,28
94,70
119,286
126,85
136,108
147,70
159,466
167,195
168,1871
169,162
174,83
182,123
183,15
184,5
185,59
199,0
200,66
208,71
212,126
213,105
220,177
235,151
240,14
241,97
242,161
247,1982
248,66
250,108
254,62
259,52
