bronx,freq
3,13834
18,29621
20,20627
31,6292
32,15904
46,1511
47,20304
51,19608
58,1806
59,992
60,12541
69,35563
78,23061
81,17315
94,11587
119,22351
126,15594
136,17904
147,14144
159,24743
167,22941
168,31675
169,30855
174,24149
182,15288
183,7416
184,2117
185,20230
199,10
200,15807
208,17962
212,13447
213,28744
220,28213
235,30067
240,5588
241,26075
242,26231
247,33901
248,14246
250,14720
254,26103
259,17070
