PULocationID,DOLocationID,Freq,jojo,koko
61,61,19586,Brooklyn,Brooklyn
76,76,16738,Brooklyn,Brooklyn
26,26,16297,Brooklyn,Brooklyn
129,129,15865,Queens,Queens
39,39,14114,Brooklyn,Brooklyn
181,181,13783,Brooklyn,Brooklyn
7,7,12647,Queens,Queens
14,14,12378,Brooklyn,Brooklyn
112,255,11401,Brooklyn,Brooklyn
37,37,10899,Brooklyn,Brooklyn
161,138,10709,Manhattan,Queens
36,37,10572,Brooklyn,Brooklyn
255,112,10061,Brooklyn,Brooklyn
37,36,9867,Brooklyn,Brooklyn
223,223,9782,Queens,Queens
7,223,9688,Queens,Queens
223,7,9667,Queens,Queens
230,138,9206,Manhattan,Queens
225,61,8957,Brooklyn,Brooklyn
82,82,8931,Queens,Queens
61,225,8477,Brooklyn,Brooklyn
225,225,8476,Brooklyn,Brooklyn
188,61,8403,Brooklyn,Brooklyn
95,95,8372,Queens,Queens
61,188,8371,Brooklyn,Brooklyn
198,198,8309,Queens,Queens
80,255,8204,Brooklyn,Brooklyn
138,230,8097,Queens,Manhattan
256,255,8064,Brooklyn,Brooklyn
17,61,7900,Brooklyn,Brooklyn
255,80,7896,Brooklyn,Brooklyn
61,17,7851,Brooklyn,Brooklyn
162,138,7716,Manhattan,Queens
36,36,7638,Brooklyn,Brooklyn
255,256,7568,Brooklyn,Brooklyn
89,89,7313,Brooklyn,Brooklyn
161,234,7269,Manhattan,Manhattan
112,112,7260,Brooklyn,Brooklyn
181,61,7224,Brooklyn,Brooklyn
255,37,7147,Brooklyn,Brooklyn
80,112,7126,Brooklyn,Brooklyn
234,79,6929,Manhattan,Manhattan
246,234,6885,Manhattan,Manhattan
234,161,6870,Manhattan,Manhattan
237,161,6848,Manhattan,Manhattan
79,68,6798,Manhattan,Manhattan
234,68,6773,Manhattan,Manhattan
237,236,6729,Manhattan,Manhattan
61,181,6708,Brooklyn,Brooklyn
79,234,6694,Manhattan,Manhattan
246,48,6655,Manhattan,Manhattan
236,161,6626,Manhattan,Manhattan
48,246,6614,Manhattan,Manhattan
80,37,6604,Brooklyn,Brooklyn
112,80,6596,Brooklyn,Brooklyn
17,17,6574,Brooklyn,Brooklyn
17,225,6533,Brooklyn,Brooklyn
138,161,6488,Queens,Manhattan
234,246,6487,Manhattan,Manhattan
48,138,6475,Manhattan,Queens
225,17,6461,Brooklyn,Brooklyn
129,82,6461,Queens,Queens
225,17,6461,Brooklyn,Brooklyn
129,82,6461,Queens,Queens
36,198,6423,Brooklyn,Queens
231,231,6322,Manhattan,Manhattan
37,225,6320,Brooklyn,Brooklyn
48,161,6311,Manhattan,Manhattan
42,41,6307,Manhattan,Manhattan
225,37,6287,Brooklyn,Brooklyn
42,42,6244,Manhattan,Manhattan
112,256,6233,Brooklyn,Brooklyn
79,148,6172,Manhattan,Manhattan
39,76,6163,Brooklyn,Brooklyn
48,68,6128,Manhattan,Manhattan
37,255,6122,Brooklyn,Brooklyn
236,237,6058,Manhattan,Manhattan
256,112,6025,Brooklyn,Brooklyn
216,216,6000,Queens,Queens
164,138,5957,Manhattan,Queens
246,68,5936,Manhattan,Manhattan
79,231,5867,Manhattan,Manhattan
249,79,5863,Manhattan,Manhattan
37,17,5842,Brooklyn,Brooklyn
82,129,5812,Queens,Queens
255,255,5811,Brooklyn,Brooklyn
68,48,5810,Manhattan,Manhattan
37,80,5797,Brooklyn,Brooklyn
68,234,5778,Manhattan,Manhattan
231,79,5747,Manhattan,Manhattan
198,36,5740,Queens,Brooklyn
161,237,5736,Manhattan,Manhattan
148,79,5735,Manhattan,Manhattan
188,188,5729,Brooklyn,Brooklyn
226,7,5724,Queens,Queens
80,256,5685,Brooklyn,Brooklyn
37,61,5661,Brooklyn,Brooklyn
17,37,5649,Brooklyn,Brooklyn
170,138,5630,Manhattan,Queens
161,48,5608,Manhattan,Manhattan
161,236,5591,Manhattan,Manhattan
256,37,5582,Brooklyn,Brooklyn
