staten_island,freq
5,1742
6,3533
23,9388
44,1880
84,2883
99,864
109,4401
110,37
115,3791
118,8332
156,5581
172,3741
176,2150
187,3320
204,1469
206,10680
214,5327
221,6766
245,6249
251,5780
