bronx,freq
3,1034
18,88
20,42
31,7
32,231
46,0
47,94
51,1279
58,1
59,4
60,44
69,184
78,258
81,2128
94,37
119,141
126,87
136,61
147,73
159,85
167,75
168,137
169,133
174,244
182,48
183,18
184,1
185,209
199,1
200,42
208,78
212,75
213,118
220,130
235,107
240,11
241,56
242,400
247,56
248,26
250,58
254,985
259,243
