brooklyn,freq
11,196
14,481
17,760
21,423
22,375
25,752
26,521
29,756
33,852
34,1
35,2340
36,6947
37,2395
39,884
40,529
49,358
52,344
54,195
55,713
61,3322
62,743
63,368
65,211
66,120
67,77
71,1954
72,1842
76,1111
77,600
80,386
85,713
89,4199
91,1353
97,588
106,515
108,193
111,4
112,92
123,587
133,901
149,515
150,132
154,5
155,294
165,795
177,756
178,137
181,4766
188,2209
189,548
190,80
195,665
210,676
217,64
222,307
225,1135
227,306
228,1193
255,40
256,131
257,1986
