PULocationID,DOLocationID,Freq,jojo,koko
198,0,14666,Queens,Unknown
0,0,10782,Unknown,Unknown
36,0,6947,Brooklyn,Unknown
181,0,4766,Brooklyn,Unknown
102,0,4635,Queens,Unknown
89,0,4197,Brooklyn,Unknown
61,0,3322,Brooklyn,Unknown
157,0,2658,Queens,Unknown
37,0,2395,Brooklyn,Unknown
35,0,2340,Brooklyn,Unknown
188,0,2208,Brooklyn,Unknown
81,0,2126,Bronx,Unknown
257,0,1986,Brooklyn,Unknown
71,0,1953,Brooklyn,Unknown
72,0,1842,Brooklyn,Unknown
160,0,1788,Queens,Unknown
91,0,1353,Brooklyn,Unknown
226,0,1311,Queens,Unknown
51,0,1278,Bronx,Unknown
216,0,1200,Queens,Unknown
228,0,1193,Brooklyn,Unknown
225,0,1135,Brooklyn,Unknown
76,0,1111,Brooklyn,Unknown
132,0,1083,Queens,Unknown
3,0,1032,Bronx,Unknown
254,0,975,Bronx,Unknown
133,0,901,Brooklyn,Unknown
39,0,884,Brooklyn,Unknown
33,0,852,Brooklyn,Unknown
7,0,850,Queens,Unknown
165,0,795,Brooklyn,Unknown
223,0,774,Queens,Unknown
17,0,759,Brooklyn,Unknown
177,0,756,Brooklyn,Unknown
29,0,754,Brooklyn,Unknown
25,0,752,Brooklyn,Unknown
62,0,743,Brooklyn,Unknown
55,0,713,Brooklyn,Unknown
85,0,713,Brooklyn,Unknown
55,0,713,Brooklyn,Unknown
85,0,713,Brooklyn,Unknown
210,0,676,Brooklyn,Unknown
195,0,665,Brooklyn,Unknown
138,0,642,Queens,Unknown
77,0,600,Brooklyn,Unknown
97,0,587,Brooklyn,Unknown
123,0,587,Brooklyn,Unknown
97,0,587,Brooklyn,Unknown
123,0,587,Brooklyn,Unknown
189,0,548,Brooklyn,Unknown
40,0,529,Brooklyn,Unknown
26,0,521,Brooklyn,Unknown
106,0,515,Brooklyn,Unknown
149,0,515,Brooklyn,Unknown
106,0,515,Brooklyn,Unknown
149,0,515,Brooklyn,Unknown
