queens,freq
2,0
7,851
8,1
9,38
10,272
15,16
16,44
19,12
27,0
28,30
30,0
38,23
53,33
56,64
57,1
64,25
70,61
73,29
82,228
83,98
86,104
92,110
93,6
95,275
96,29
98,20
101,25
102,4635
117,32
121,37
122,26
124,30
129,190
130,197
131,32
132,1089
134,40
135,35
138,657
139,12
145,156
146,119
157,2658
160,1788
171,105
173,51
175,13
179,241
180,30
191,24
192,48
193,47
196,135
197,297
198,14666
201,7
203,15
205,44
207,1
215,357
216,1201
218,80
219,58
223,774
226,1311
252,39
253,1
258,148
260,233
