manhattan,freq
4,72
12,0
13,32
24,33
41,178
42,270
43,23
45,63
48,134
50,76
68,130
74,202
75,358
79,87
87,76
88,31
90,73
100,81
103,0
104,0
105,0
107,210
113,54
114,17
116,89
120,0
125,23
127,62
128,4
137,381
140,332
141,93
142,194
143,47
144,50
148,26
151,50
152,73
153,6
158,36
161,270
162,140
163,102
164,74
166,101
170,278
186,89
194,9
202,114
209,39
211,4
224,19
229,72
230,263
231,215
232,60
233,75
234,89
236,142
237,77
238,82
239,43
243,119
244,317
246,19
249,21
261,40
262,38
263,69
