PULocationID,DOLocationID,Freq,jojo,koko
7,7,15552,Queens,Queens
41,42,10562,Manhattan,Manhattan
75,74,10029,Manhattan,Manhattan
181,181,9018,Brooklyn,Brooklyn
129,129,8786,Queens,Queens
42,42,8294,Manhattan,Manhattan
255,112,7985,Brooklyn,Brooklyn
82,129,7923,Queens,Queens
95,95,7866,Queens,Queens
41,74,7837,Manhattan,Manhattan
82,82,7811,Queens,Queens
74,75,7635,Manhattan,Manhattan
41,41,7584,Manhattan,Manhattan
74,74,6964,Manhattan,Manhattan
7,223,6838,Queens,Queens
223,223,6770,Queens,Queens
74,41,6662,Manhattan,Manhattan
42,41,6190,Manhattan,Manhattan
75,75,5616,Manhattan,Manhattan
7,179,5540,Queens,Queens
166,166,5421,Manhattan,Manhattan
74,42,5255,Manhattan,Manhattan
255,256,4979,Brooklyn,Brooklyn
41,166,4129,Manhattan,Manhattan
97,97,3875,Brooklyn,Brooklyn
75,236,3757,Manhattan,Manhattan
145,145,3723,Queens,Queens
223,7,3693,Queens,Queens
42,74,3662,Manhattan,Manhattan
75,41,3631,Manhattan,Manhattan
166,238,3631,Manhattan,Manhattan
75,41,3631,Manhattan,Manhattan
166,238,3631,Manhattan,Manhattan
74,166,3570,Manhattan,Manhattan
82,56,3546,Queens,Queens
74,236,3466,Manhattan,Manhattan
97,49,3441,Brooklyn,Brooklyn
244,244,3419,Manhattan,Manhattan
166,41,3418,Manhattan,Manhattan
25,181,3244,Brooklyn,Brooklyn
7,129,3232,Queens,Queens
255,255,3217,Brooklyn,Brooklyn
166,74,3171,Manhattan,Manhattan
41,75,3167,Manhattan,Manhattan
255,80,3163,Brooklyn,Brooklyn
7,226,3163,Queens,Queens
255,80,3163,Brooklyn,Brooklyn
7,226,3163,Queens,Queens
61,61,3146,Brooklyn,Brooklyn
129,82,3081,Queens,Queens
74,263,3073,Manhattan,Manhattan
41,116,2760,Manhattan,Manhattan
260,129,2730,Queens,Queens
42,116,2718,Manhattan,Manhattan
