bronx,freq
3,26
18,81
20,61
31,61
32,35
46,6
47,114
51,48
58,2
59,1
60,60
69,425
78,70
81,27
94,56
119,321
126,95
136,104
147,73
159,455
167,183
168,1679
169,183
174,80
182,95
183,14
184,8
185,66
199,0
200,67
208,53
212,113
213,137
220,185
235,184
240,22
241,103
242,104
247,1858
248,69
250,131
254,50
259,41
